,trade_date,ts_code,close,open,high,low,Z_close,Z_open,Z_high,Z_low,signal,reward
11,2017-01-18,000001.SH,3113.0123,3104.7664,3123.7203,3098.5864,0.8237967992122486,0.7604186883358345,0.9060986475568388,0.7129191157947856,1.0,-1.1738598013249169
12,2017-01-19,000001.SH,3101.2992,3104.9715,3115.7778,3094.0055,0.7384126576919106,0.7667164723024612,0.850004741731966,0.6821973341549025,2.0,1.8149560351997218
13,2017-01-20,000001.SH,3123.1389,3095.8185,3125.6599,3095.2147,0.9020262991973648,0.6917973659094145,0.9214252516584914,0.6871511590486352,0.0,-0.5453199663966402
14,2017-01-23,000001.SH,3136.7748,3125.4209,3145.8411,3125.4209,1.001494475915074,0.91429932355259,1.071121424352525,0.91429932355259,1.0,-0.6442604677900254
15,2017-01-24,000001.SH,3142.5533,3134.5921,3149.5312,3131.2181,1.038142216716755,0.9771108840391484,1.091635476060956,0.9512454722351206,1.0,-0.33522104461998214
16,2017-01-25,000001.SH,3149.5547,3137.6462,3151.4723,3133.1911,1.0849356096884926,0.9938590552884627,1.0996014702685384,0.9597863208964248,0.0,-0.5533194898948768
17,2017-01-26,000001.SH,3159.166,3149.2167,3163.1041,3148.9083,1.1490966781062553,1.073104025803874,1.1791758458901185,1.0707484697376135,2.0,0.7097382758614046
18,2017-02-03,000001.SH,3140.17,3160.0816,3162.6771,3136.013,0.9962112427086326,1.148153366924347,1.1679591978672084,0.9644898636951554,1.0,-1.8001891617332788
19,2017-02-06,000001.SH,3156.9838,3143.0931,3158.8433,3135.3869,1.1171964928895954,1.0114637406883331,1.1313505709935248,0.9528059527429178,0.0,-1.895974252386079
20,2017-02-07,000001.SH,3153.0878,3154.4046,3159.544,3140.0356,1.0798268972822729,1.0898279706949947,1.1288616255380552,0.9806956621687228,1.0,-2.0564032501727336
21,2017-02-08,000001.SH,3166.9818,3148.086,3167.4465,3132.0333,1.1757687149498417,1.0323710700278357,1.179295259769074,0.9105493226215644,0.0,-1.4526101791933366
22,2017-02-09,000001.SH,3183.1794,3164.6875,3186.838,3162.5744,1.2877265663194553,1.147713125018576,1.315428055963214,1.131713557488312,0.0,-1.4588872999115265
23,2017-02-10,000001.SH,3196.699,3183.0069,3205.049,3182.8021,1.377954248790494,1.274611507851782,1.4409768594081658,1.2730657556775904,2.0,0.11810815469333047
24,2017-02-13,000001.SH,3216.8394,3198.9946,3219.4072,3198.9946,1.5211048807511531,1.3859636185551811,1.540551203100905,1.3859636185551811,1.0,-0.7187769460918814
25,2017-02-14,000001.SH,3217.928,3216.137,3219.4047,3205.2853,1.5216094687294146,1.5079854680720894,1.5328426132133215,1.4254374122747029,2.0,1.0494652816968042
26,2017-02-15,000001.SH,3212.9857,3215.4639,3235.9977,3206.5606,1.483418968525784,1.5024789650995232,1.6604057497197455,1.4340031086331453,2.0,1.4504294494681602
27,2017-02-16,000001.SH,3229.6184,3210.3567,3230.2754,3207.7852,1.6033081787728534,1.454517205379704,1.6083833107455932,1.4346531233889928,2.0,0.6233217057470597
28,2017-02-17,000001.SH,3202.0756,3227.7073,3238.3959,3199.4248,1.388023364527975,1.587922798252389,1.6712822744988638,1.367350002288375,2.0,1.5530671308947142
29,2017-02-20,000001.SH,3239.9613,3198.9633,3241.458,3198.9633,1.6743549662783888,1.35345730176129,1.6860698678463382,1.35345730176129,0.0,0.34880354898066956
30,2017-02-21,000001.SH,3253.3257,3242.2226,3254.3355,3239.8775,1.7698412471568152,1.6825979836905791,1.777775810247144,1.664171222051517,2.0,-0.4061525887186668
31,2017-02-22,000001.SH,3261.2184,3252.6898,3261.3808,3243.8398,1.8185872128744565,1.751510477674246,1.8198644754728308,1.6819059579967082,0.0,0.43802340867450384
32,2017-02-23,000001.SH,3251.375,3258.8319,3264.0819,3236.3549,1.7308455779535137,1.7896600764636788,1.8310681840121723,1.6123781653460594,1.0,0.6565499211871884
33,2017-02-24,000001.SH,3253.4327,3246.8603,3253.9556,3233.5348,1.738452623990781,1.6863972176283812,1.7425941509804492,1.5808552059610832,1.0,1.0795028893635927
34,2017-02-27,000001.SH,3228.6602,3249.1945,3251.6543,3224.0884,1.5302388313056112,1.6929102397413447,1.712396617678271,1.4940213247392111,0.0,-0.16122786783199228
35,2017-02-28,000001.SH,3241.7331,3225.9689,3242.679,3225.9689,1.6192608386165723,1.494591207487096,1.6267413960876391,1.494591207487096,1.0,-0.020766669532412685
36,2017-03-01,000001.SH,3246.9335,3240.0726,3259.9781,3237.8714,1.6456338601376457,1.5914640361695784,1.748626716138144,1.5740845937467909,0.0,0.19307140106196163
37,2017-03-02,000001.SH,3230.0281,3250.5183,3256.8074,3228.6647,1.4997684358383834,1.6614616403294522,1.711090474228817,1.489009511327976,2.0,-0.461010628669134
38,2017-03-03,000001.SH,3218.3118,3219.2019,3221.1553,3206.6127,1.3949555982187818,1.4019633203788635,1.4173423614613283,1.3028490457830932,1.0,0.17250348459089127
39,2017-03-06,000001.SH,3233.8657,3217.3345,3234.6626,3215.067,1.5037965983592,1.3739310346451328,1.5100568739425684,1.3561180406869422,0.0,-0.0976756703285453
40,2017-03-07,000001.SH,3242.4063,3233.0939,3242.6591,3226.8219,1.5560166009702168,1.483099368147415,1.5579960559396753,1.4339888397911806,2.0,-0.14489744545586047
41,2017-03-08,000001.SH,3240.6646,3240.5323,3245.3043,3230.6083,1.5369665947283333,1.5359238131737618,1.5735364630483468,1.4577033736608975,1.0,-0.03379245109167428
42,2017-03-09,000001.SH,3216.7457,3233.7007,3233.8749,3205.2794,1.34255679110995,1.4770142347448512,1.478395684858752,1.2516261284174768,1.0,-1.6224378569931641
43,2017-03-10,000001.SH,3212.7601,3213.7294,3222.3189,3208.4472,1.3114661128167555,1.3192540407917015,1.3882671506037194,1.2768137301043458,0.0,-0.7684047121974569
44,2017-03-13,000001.SH,3237.0244,3209.4492,3237.1212,3193.1565,1.5031557657658865,1.279697428570704,1.503940194057995,1.1476679364756344,0.0,-0.42581699415056296
45,2017-03-14,000001.SH,3239.3278,3235.2515,3246.3285,3231.5209,1.5104933226998123,1.4774343262630651,1.5672693490851932,1.4471789740792416,2.0,0.637545684632479
46,2017-03-15,000001.SH,3241.7597,3235.403,3243.713,3227.7377,1.5183900936917103,1.4668210515287885,1.5342363362478857,1.4046359273462077,2.0,0.0566818725027618
47,2017-03-16,000001.SH,3268.9354,3247.1628,3269.77,3247.1628,1.7232640522672626,1.5469275614035494,1.7300234854665535,1.5469275614035494,1.0,0.6236250493050322
48,2017-03-17,000001.SH,3237.4471,3271.8665,3274.1903,3232.2806,1.4559437232890735,1.7344455421353693,1.7532483837489663,1.4141394022646128,2.0,0.937877176433255
49,2017-03-20,000001.SH,3250.8082,3241.1101,3251.1271,3228.1177,1.5503081344355452,1.4719644027678425,1.552884290180366,1.3670084733260488,1.0,-0.49670724960027
50,2017-03-21,000001.SH,3261.6108,3250.2473,3262.2209,3246.6959,1.6243784435183115,1.5326039833904777,1.6293057632810592,1.5039219912491502,2.0,-0.31546909122325273
51,2017-03-22,000001.SH,3245.2198,3246.2233,3255.7779,3229.1283,1.4840768505188748,1.4922153307146695,1.569704043100041,1.353573259018528,1.0,0.12034315826618958
52,2017-03-23,000001.SH,3248.5495,3245.8078,3262.0914,3221.9344,1.5027991605885425,1.4804772353189413,1.6130523902666267,1.286108686341558,0.0,1.179375595169485
53,2017-03-24,000001.SH,3269.4451,3247.3495,3275.2066,3241.1233,1.659734475299674,1.479834111902383,1.7066440837155352,1.4291409583974255,1.0,1.4354393043639058
54,2017-03-27,000001.SH,3266.9552,3268.924,3283.2393,3262.1184,1.626581198038963,1.6426122352898556,1.759175170863653,1.5871973495144238,1.0,-0.10254808514056357
55,2017-03-28,000001.SH,3252.9479,3265.6344,3265.6344,3246.0861,1.501116442754055,1.6044822266925278,1.6044822266925278,1.445208561444865,1.0,-0.8625038230707593
56,2017-03-29,000001.SH,3241.3144,3252.8653,3262.0976,3233.2795,1.394992254498778,1.4890745729396415,1.5642718466188883,1.3295478284851756,0.0,-1.3976305414864942
57,2017-03-30,000001.SH,3210.2369,3235.1369,3240.0174,3195.8524,1.132693682419815,1.3353388676943023,1.3750581378441888,1.0156274307097437,0.0,-1.8427207038832716
58,2017-03-31,000001.SH,3222.5142,3206.2529,3226.2483,3205.5365,1.2228023770383252,1.0908106484310722,1.2531117811937345,1.0849956844137916,0.0,-2.062101076234213
59,2017-04-05,000001.SH,3270.3054,3235.6603,3270.6453,3233.2367,1.5949269627736111,1.3149556687855204,1.597673736280587,1.295370260513945,1.0,-0.10777892486737439
60,2017-04-06,000001.SH,3281.0047,3272.1926,3286.6739,3265.7645,1.6642681933908652,1.5934153936983275,1.7098508231859102,1.5417309051310657,1.0,0.15374558896547041
61,2017-04-07,000001.SH,3286.616,3280.6239,3295.187,3275.0507,1.692036930872488,1.6440553712764394,1.7606689542528935,1.5994281407661488,2.0,-1.2831506144922233
62,2017-04-10,000001.SH,3269.3926,3285.4594,3285.4594,3265.0121,1.5393838063911165,1.6675782325146289,1.6675782325146289,1.5044324978770336,2.0,-1.4937448518724805
63,2017-04-11,000001.SH,3288.9657,3266.2219,3290.3887,3244.4047,1.6785581946097934,1.497790291554452,1.6898682099127642,1.3243870126591504,1.0,2.804906113797423
64,2017-04-12,000001.SH,3273.8301,3283.8369,3284.9338,3262.2773,1.5445715069969976,1.6239758866446996,1.6326798343638074,1.4528995522068553,1.0,3.1505422349192735
65,2017-04-13,000001.SH,3275.9603,3265.2181,3281.1369,3261.4901,1.5465612476974908,1.4616642122915444,1.5874726060302715,1.432201332435149,2.0,-3.218782906190898
66,2017-04-14,000001.SH,3246.0668,3276.1381,3276.7112,3238.8959,1.2992557284690642,1.536282189920647,1.5407994494025423,1.2427336275814016,2.0,-2.2951522624241716
67,2017-04-17,000001.SH,3222.1673,3229.9491,3229.9491,3199.9121,1.102243350185929,1.1634705591755847,1.1634705591755847,0.9271394177401412,0.0,2.874962451515173
68,2017-04-18,000001.SH,3196.7133,3215.3963,3225.0546,3196.4884,0.8961370075193283,1.0429138791639552,1.1187911504482944,0.894370154314124,1.0,1.9440561028729042
69,2017-04-19,000001.SH,3170.6867,3184.666,3189.4368,3147.0655,0.6873604023357425,0.7970942896320112,0.8345438349964441,0.5019400952672459,0.0,0.9411084355953614
70,2017-04-20,000001.SH,3172.1003,3165.665,3178.1826,3148.1844,0.6931684453664259,0.6426668300741368,0.7408998603264567,0.5054861957170179,2.0,-0.6774531514656013
71,2017-04-21,000001.SH,3173.1512,3170.2899,3180.7944,3158.6286,0.6957184536216782,0.6732588561594479,0.7557132795131799,0.5817242027199799,1.0,0.5827897517143188
72,2017-04-24,000001.SH,3129.5312,3164.2479,3164.2479,3111.2145,0.3503733248817195,0.6228988657973328,0.6228988657973328,0.2065875222193415,0.0,-0.4531317661891521
73,2017-04-25,000001.SH,3134.5674,3123.8943,3145.2672,3117.4488,0.3865154057574749,0.3027180231885378,0.4705224172172292,0.2521126667927326,0.0,-0.024839153243294554
74,2017-04-26,000001.SH,3140.8471,3132.9181,3152.9534,3131.418,0.4333628019243225,0.3711307911963519,0.5283810124774839,0.3593570190569886,1.0,0.4291326374976978
75,2017-04-27,000001.SH,3152.1869,3131.3496,3155.0033,3097.3334,0.5199096789488615,0.3564530552818885,0.5420027157096516,0.0896155474483182,2.0,-1.6084268004539881
76,2017-04-28,000001.SH,3154.6584,3144.0219,3154.7266,3136.5781,0.5366092591102377,0.4532194807759777,0.5371439446630427,0.3948603558791989,2.0,-2.4593726677347827
77,2017-05-02,000001.SH,3143.7121,3147.2275,3154.7812,3136.5391,0.4473396518612572,0.4748985872241264,0.5341157261131624,0.3911070059723456,1.0,2.0098914273988466
78,2017-05-03,000001.SH,3135.346,3138.3068,3148.2857,3123.7509,0.3788560870399679,0.4020660588218974,0.4802915341713671,0.2879610776476871,1.0,2.6332340992030856
79,2017-05-04,000001.SH,3127.3687,3127.1058,3143.8179,3111.3912,0.3119481798340922,0.309884360600921,0.4410777931100789,0.1865215088642534,0.0,2.1061923399054217
80,2017-05-05,000001.SH,3103.0378,3114.7735,3117.6141,3092.0918,0.1165261525881191,0.2088581487972348,0.231206902466093,0.0304072137514927,1.0,0.629209222008198
81,2017-05-08,000001.SH,3078.6129,3090.0652,3093.4516,3067.6943,-0.079529489700688,0.0107578394697277,0.0374554470684359,-0.1656092494240717,1.0,-0.3773127826496081
82,2017-05-09,000001.SH,3080.5269,3064.8484,3084.2077,3056.558,-0.0687997250833307,-0.1927154034390305,-0.0397083688380476,-0.2582389254494319,1.0,-1.0529789562947922
83,2017-05-10,000001.SH,3052.785,3078.1728,3090.8191,3051.5896,-0.2913372443103269,-0.0903279523239936,0.0097998180715048,-0.3008018890467939,1.0,-1.6921106465080271
84,2017-05-11,000001.SH,3061.5003,3036.7891,3063.5637,3016.5305,-0.2262226570215604,-0.4223095400336698,-0.2098492848499466,-0.5830644094122962,2.0,0.884978861507868
85,2017-05-12,000001.SH,3083.5132,3054.1123,3090.4914,3051.8713,-0.0560372444723666,-0.2899512984527759,-0.000518568122796,-0.3077807320745389,2.0,0.18071544334561374
86,2017-05-15,000001.SH,3090.2289,3085.9319,3098.9125,3085.9319,-0.0074247011276452,-0.041712442679544,0.061865741632434,-0.041712442679544,0.0,0.47094569596446423
87,2017-05-16,000001.SH,3112.9642,3082.8717,3113.5116,3060.5344,0.1703816382607973,-0.0700236369368145,0.1747547494228196,-0.2484735747509441,2.0,-1.688042975245252
88,2017-05-17,000001.SH,3104.4415,3107.802,3119.5816,3101.2953,0.0988323782431581,0.1257130584560039,0.2199382215672114,0.0736658863265858,2.0,-1.3496030751424914
89,2017-05-18,000001.SH,3090.139,3082.3288,3103.4413,3077.9631,-0.0185242478981916,-0.0810692176685992,0.0880020832299287,-0.1160302397329056,0.0,-0.5725341157792441
90,2017-05-19,000001.SH,3090.6309,3086.7054,3095.4826,3081.278,-0.0203057646144903,-0.0518718752056732,0.0187081950735038,-0.0955152094618378,1.0,-0.6286030467112624
91,2017-05-22,000001.SH,3075.6756,3087.1705,3103.9375,3063.1529,-0.1496558933051412,-0.0564006650892301,0.0796257824219397,-0.2512494040254933,1.0,-1.349368574501164
92,2017-05-23,000001.SH,3061.947,3069.3935,3084.2352,3050.8423,-0.2708263895085062,-0.2098723858311535,-0.0883842992967872,-0.361724922327403,1.0,-1.328442327708479
93,2017-05-24,000001.SH,3064.0759,3047.5681,3064.8127,3022.3026,-0.2630960611054004,-0.3994249323676436,-0.2570112337906741,-0.6080788472973271,1.0,-1.3532334496022091
94,2017-05-25,000001.SH,3107.8311,3055.3425,3114.6578,3052.8309,0.0901756467774256,-0.3473471943715668,0.1470801399373095,-0.3682828331165502,0.0,0.5204594290854403
95,2017-05-26,000001.SH,3110.0587,3101.2864,3120.6627,3100.3877,0.1004042528261344,0.0265318922457309,0.1897015308027856,0.0189638553051807,2.0,-0.3049383923203641
96,2017-05-31,000001.SH,3117.1778,3125.3252,3143.2787,3111.5563,0.1527789903686413,0.2219886132570417,0.3744979984016066,0.1050261004814243,1.0,-0.7425659197239254
97,2017-06-01,000001.SH,3102.6232,3108.4214,3113.5212,3097.6794,0.0206086734242812,0.0703332505624666,0.1140684439827191,-0.0217886851448875,2.0,1.4869750603295984
98,2017-06-02,000001.SH,3105.54,3094.2253,3110.3891,3081.8485,0.0359362400512734,-0.06234327346916,0.0780555352170249,-0.1698481903418753,1.0,-1.702132318372973
99,2017-06-05,000001.SH,3091.6561,3102.1095,3105.5056,3084.8301,-0.095733586911082,-0.0037249357830221,0.0261668295848009,-0.1558146182119169,2.0,1.5089182040654459
100,2017-06-06,000001.SH,3102.126,3084.5401,3102.8633,3078.7872,-0.0134025698269452,-0.170064290155311,-0.0068344279406574,-0.2213132572753928,0.0,-1.6639201631397205
101,2017-06-07,000001.SH,3140.3249,3101.7608,3140.7743,3098.9508,0.3197840869152302,-0.027434098862261,0.3238303333643472,-0.0527343937488194,0.0,0.30732170419691673
102,2017-06-08,000001.SH,3150.3336,3136.4705,3153.2635,3132.8278,0.4033031750536348,0.2768709347281191,0.4300240254355651,0.2436493088411429,1.0,0.5665209551140804
103,2017-06-09,000001.SH,3158.4004,3147.4533,3165.9197,3146.1075,0.4709242905572825,0.3696939961001336,0.5404569478922518,0.3572490809828478,1.0,1.115571033995555
104,2017-06-12,000001.SH,3139.8766,3149.5266,3164.9502,3135.314,0.2920190315830087,0.3825056203872465,0.527130382157302,0.2492362222484771,2.0,0.0931601276941807
105,2017-06-13,000001.SH,3153.7429,3134.0089,3155.9895,3131.0431,0.415613606366895,0.2278824076947053,0.436985700769293,0.1996685033153621,2.0,-0.4851158539270872
106,2017-06-14,000001.SH,3130.674,3146.748,3149.1731,3125.3546,0.1873346699007899,0.3425790895877173,0.3660009660455222,0.1359593329540053,1.0,-0.8157284980806034
107,2017-06-15,000001.SH,3132.4863,3125.5865,3137.5854,3117.084,0.1979535893411348,0.1308437038767012,0.2475492322542164,0.0481453936124416,1.0,-0.4777961838173139
108,2017-06-16,000001.SH,3123.1662,3126.3728,3134.2511,3117.8567,0.09995786151412,0.1313811980761643,0.2085852373815814,0.047926985983594,0.0,-1.1112697108466296
109,2017-06-19,000001.SH,3144.3739,3122.1578,3146.7703,3121.7787,0.3012543786586486,0.0820968471219992,0.3248944013707557,0.0783570989121169,1.0,-1.3061423770245773
110,2017-06-20,000001.SH,3140.0136,3148.0187,3150.4646,3134.6106,0.2518359645415418,0.3312704295900557,0.3555410518261478,0.1982220915534281,0.0,-1.6300343412525287
111,2017-06-21,000001.SH,3156.2118,3148.9861,3157.0275,3132.6173,0.4063072403449684,0.33416588518172,0.4144511853477598,0.1707398621810142,2.0,0.4880217259183972
112,2017-06-22,000001.SH,3147.4532,3152.2424,3186.9823,3146.6432,0.3124377349346295,0.3605537129755023,0.7095774049370125,0.3042998534067954,2.0,1.2395821723417688
113,2017-06-23,000001.SH,3157.873,3138.4441,3158.0474,3118.0946,0.4107662349028309,0.2142089829703863,0.4125305954552551,0.0083382544062701,0.0,-1.0942143651755387
114,2017-06-26,000001.SH,3185.4439,3157.0022,3187.8891,3156.9767,0.686353831546765,0.3940137060099833,0.7114870013278412,0.3937516023663505,2.0,0.27844609663350006
115,2017-06-27,000001.SH,3191.1969,3183.4198,3193.4613,3172.463,0.7425359294497519,0.6613648204684904,0.7661699137340191,0.5470065626492644,1.0,0.26300476789759
116,2017-06-28,000001.SH,3173.2014,3183.6334,3193.4397,3170.7859,0.549065203967789,0.6591888976126297,0.7627074920326208,0.5235663751718618,2.0,1.018820705802037
117,2017-06-29,000001.SH,3188.0625,3174.9811,3188.7741,3174.2835,0.7017711154676837,0.5618788410539441,0.7093809540532195,0.5544187182359721,2.0,0.7143924562332149
118,2017-06-30,000001.SH,3192.4269,3176.9481,3193.2411,3171.5703,0.7442379273905917,0.5767191033218418,0.7530495811723332,0.5185180326912396,0.0,-0.7996988122108695
119,2017-07-03,000001.SH,3195.9116,3191.9982,3196.2861,3177.0244,0.7779477384103829,0.7350890331213767,0.7820491809234735,0.5710992336486562,2.0,0.47291621113676463
120,2017-07-04,000001.SH,3182.8039,3192.8885,3193.0644,3174.314,0.6299152321398038,0.7419139971017028,0.7438675285017403,0.5356270784549757,1.0,-0.6357161997947891
121,2017-07-05,000001.SH,3207.1342,3179.2169,3207.3095,3174.7081,0.8962263617913934,0.5828955339934844,0.8981938476912811,0.5322908538712938,0.0,0.2990302058454519
122,2017-07-06,000001.SH,3212.444,3203.8631,3215.95,3188.7733,0.9532274412151954,0.8557246860376984,0.993065297343608,0.6842628259673761,0.0,-0.17803267543341494
123,2017-07-07,000001.SH,3217.9567,3203.8225,3219.5232,3195.2905,1.0173547938599952,0.853877131068196,1.0354730997254378,0.7551951102294036,0.0,-0.13860037333628394
124,2017-07-10,000001.SH,3212.6319,3208.4627,3223.3402,3203.2089,0.953617726544538,0.904761217994615,1.079102268064536,0.8431948924118665,2.0,-1.1752150129617833
125,2017-07-11,000001.SH,3203.0375,3201.5169,3226.908,3199.2235,0.8375918628231013,0.8195593828899115,1.1206671701000024,0.7923624280833992,2.0,-0.5327469191353407
126,2017-07-12,000001.SH,3197.5439,3201.9292,3215.1962,3177.9346,0.7677909520214719,0.8203333299566784,0.979291606030468,0.5328425444678563,1.0,-1.0455618764139585
127,2017-07-13,000001.SH,3218.1632,3192.3615,3219.2683,3190.3393,1.0112096260400352,0.6989517928561305,1.0245837886514757,0.6744786848723754,1.0,-0.8297124272628631
128,2017-07-14,000001.SH,3222.4168,3212.0316,3222.9784,3204.8529,1.0591604468210798,0.9322304840205704,1.0660244327923432,0.8444909966774286,2.0,0.43277794325053964
129,2017-07-17,000001.SH,3176.4648,3219.7914,3230.354,3139.5035,0.4913679627756259,1.024116245684462,1.1539950502306937,0.0368880564575988,0.0,-2.333855549099728
130,2017-07-18,000001.SH,3187.5672,3159.7318,3187.671,3150.1284,0.6217561221125127,0.2779896510147587,0.6230380494316783,0.1593879090408634,2.0,1.7097790220705233
131,2017-07-19,000001.SH,3230.9762,3181.4015,3232.9408,3179.73,1.1494023878960524,0.5360790815791194,1.173707829332715,0.5153997853552652,1.0,-0.5168283195648327
132,2017-07-20,000001.SH,3244.8647,3227.5056,3246.236,3225.4328,1.3114312289325425,1.096440341078,1.3284146557527623,1.0707689000272045,1.0,-0.1515224964541595
133,2017-07-21,000001.SH,3237.9817,3236.5881,3247.7122,3231.9556,1.2188346138485069,1.2015049101368698,1.3398353902306104,1.1438988162475416,2.0,0.4210054615194414
134,2017-07-24,000001.SH,3250.5989,3230.898,3261.1046,3230.0705,1.3669351659063933,1.121263868142686,1.4979418180347857,1.1109448979992127,1.0,-0.6900082320214995
135,2017-07-25,000001.SH,3243.6894,3249.1376,3261.6454,3233.1376,1.2703679912911163,1.338265113699537,1.4941411145181676,1.1388682562907106,0.0,-1.5090501575150794
136,2017-07-26,000001.SH,3247.6748,3244.4608,3264.8483,3228.0389,1.3089632162666665,1.2689651367860364,1.5226866194902593,1.0645953603632097,2.0,1.1004633715173906
137,2017-07-27,000001.SH,3249.7814,3243.765,3251.9261,3220.6366,1.32407068587183,1.2492782864824212,1.350732353807886,0.961759416387678,1.0,-0.7122694468003399
138,2017-07-28,000001.SH,3253.2404,3240.1728,3256.3706,3232.9634,1.3555804782606358,1.1933322872041023,1.394445249729395,1.1038198971246005,1.0,-0.2717444428637972
139,2017-07-31,000001.SH,3273.0283,3252.7519,3276.9461,3251.1941,1.586883820570917,1.3356181849187152,1.635433292240358,1.3163138899147195,1.0,-0.19640221259316082
140,2017-08-01,000001.SH,3292.6383,3274.3685,3292.6383,3273.5038,1.8118768183298597,1.586152727520195,1.8118768183298597,1.5754693253306178,1.0,0.32695665357472814
141,2017-08-02,000001.SH,3285.0568,3288.5183,3305.4313,3282.0377,1.7029431793140852,1.7456435478041643,1.954278917520368,1.665700168333763,1.0,0.28869516046114985
142,2017-08-03,000001.SH,3272.9286,3279.9864,3293.3686,3262.1554,1.540026819675138,1.6269857016190237,1.791867272356298,1.4072906374430076,2.0,-0.39139487185879673
143,2017-08-04,000001.SH,3262.0809,3269.3182,3287.1929,3261.3066,1.3964995299612728,1.4858180277666295,1.706417056785925,1.3869435749986916,0.0,1.6412713737418372
144,2017-08-07,000001.SH,3279.4566,3257.67,3280.1035,3243.7153,1.5984912011608892,1.3295360844321016,1.606477167994259,1.1572656077438943,2.0,-1.332997671016578
145,2017-08-08,000001.SH,3281.8728,3277.1887,3285.4833,3269.6582,1.6134338704814388,1.5557351506503576,1.6579079910062158,1.462974490184531,2.0,-0.9822663099557039
146,2017-08-09,000001.SH,3275.573,3277.8083,3277.9433,3263.8468,1.5266021809652066,1.5542203679739102,1.5558883567209096,1.3817194428533548,2.0,-0.9386151858010616
147,2017-08-10,000001.SH,3261.7494,3269.7347,3282.519,3236.1829,1.3480782724581066,1.4471361201213546,1.6057256836795517,1.0309251958946062,0.0,-0.20481033889359068
148,2017-08-11,000001.SH,3208.5413,3237.9222,3245.1163,3200.7481,0.6824868971486295,1.0500486319780655,1.1400484575973115,0.5849921944038948,0.0,-1.875712181108602
149,2017-08-14,000001.SH,3237.3602,3206.0436,3240.0517,3206.0436,1.0398742281330384,0.6439255593516199,1.0739039708900793,0.6439255593516199,2.0,1.4796576312391618
150,2017-08-15,000001.SH,3251.2617,3235.2298,3263.5892,3235.1013,1.2112166916037046,1.0068947107558035,1.3683271538011037,1.005257015003023,2.0,1.147827846340399
151,2017-08-16,000001.SH,3246.4512,3247.8525,3248.785,3228.8705,1.145187035843971,1.1631850121040854,1.1751618285335117,0.9193845515535288,1.0,-1.2707321767227109
152,2017-08-17,000001.SH,3268.4298,3253.8455,3269.1389,3251.4593,1.4215900217035415,1.2331202910210766,1.4307535664761355,1.202283948422907,2.0,0.044245837863798876
153,2017-08-18,000001.SH,3268.7243,3253.2434,3275.0763,3248.0833,1.4204723280648193,1.2189902368252663,1.5031428603693815,1.151832142721873,0.0,-1.9211715102433136
154,2017-08-21,000001.SH,3286.9055,3274.5805,3287.5186,3270.4753,1.6470795423023574,1.4862240484072935,1.6550812058566835,1.432646444063438,0.0,-2.3044745277891465
155,2017-08-22,000001.SH,3290.2257,3287.6147,3293.476,3274.941,1.6776978871306911,1.6436012655065395,1.7201430228124188,1.4780974916735097,2.0,2.228351293651376
156,2017-08-23,000001.SH,3287.7049,3283.7966,3299.4572,3274.4404,1.6335487181907036,1.5824261451164294,1.7872748434985777,1.460042239531514,0.0,-2.309261393867801
157,2017-08-24,000001.SH,3271.5117,3287.9594,3297.9886,3266.3589,1.4146070326302298,1.630795212991453,1.762618780935831,1.346878751121857,1.0,-2.729582168390232
158,2017-08-25,000001.SH,3331.5221,3271.4608,3331.9146,3271.4608,2.177543940648547,1.3921354691023442,2.1826765772228773,1.3921354691023442,2.0,1.0179653408272538
